Timestamp,Item Description,Brand,Lot/Serial #,Expiration,IAR #,IAR Date,Delivery Date,Quantity,Pack Size,Loose,Unit,Total,Location,Supplier/Donor,Manufacturer,Origin,Acquisition Mode,Expiration,Remarks,Condition,Fund Source,Acquisition Cost,Category,User,Status
15:41:34 9/13/2022,Bin Sharps  Red  ,,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Chair High  Green  ,,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,Heart Clinic.,Good Condition,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Chair Monobloc    ,Diamond,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,In use.,,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Chair Monobloc    ,Diamond,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,In use.,,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Chair Monobloc    ,Uratex,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,In use. OPD Supervisor.,,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Chair Monobloc    ,Uratex,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,In use. OPD Supervisor.,,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Chair Monobloc    ,Uratex,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,In use. OPD Supervisor.,,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Chair Monobloc    ,Ruby,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,In use. For student use only.,,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Chair Monobloc    ,Ruby,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,In use. For student use only.,,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Phone Intercom Phone    ,Grandstream,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,In use.,,,,,Kristoffer Ian Buñag,
15:41:34 9/13/2022,Computer Desktop    ,Acer,,NOT INDICATED,,,,,,,,1,OPD-Injection Room,,,,Purchase,,In use.,Good Condition,,,,Kristoffer Ian Buñag,
16:23:53 9/13/2022,"Thermometer Hand Gun, Infrared Thermofinder-FS-300   ",Hubdic,,NOT INDICATED,,,,,,,,1,OPD-Room 1,,,,Purchase,,New.,,,0,,Kristoffer Ian Buñag,
16:23:53 9/13/2022,"Thermometer Hand Gun, Infrared Thermofinder-FS-300   ",Hubdic,,NOT INDICATED,,,,,,,,1,OPD-Room 1,,,,Purchase,,New.,,,,,Kristoffer Ian Buñag,
16:34:24 9/13/2022,"Thermometer Hand Gun, Infrared Thermofinder-FS-300   ",Hubdic,,NOT INDICATED,,,,,,,,1,OPD-Room 1,,,,Purchase,,New.,,,0,,Kristoffer Ian Buñag,
16:34:24 9/13/2022,"Thermometer Hand Gun, Infrared Thermofinder-FS-300   ",Hubdic,,NOT INDICATED,,,,,,,,1,OPD-Room 1,,,,Purchase,,New.,,,,,Kristoffer Ian Buñag,
16:34:24 9/13/2022,"Thermometer Hand Gun, Infrared Thermofinder-FS-300   ",Hubdic,,NOT INDICATED,,,,,,,,1,OPD-Room 1,,,,Purchase,,New.,,,,,Kristoffer Ian Buñag,
16:38:10 9/13/2022,Fan Wall TL-18W   ,,,NOT INDICATED,,,,,,,,1,X-Ray Hallway (OPD),,,,Purchase,,All units is at old OPD building (Covid building).,,,1150,,Kristoffer Ian Buñag,
16:38:10 9/13/2022,Fan Wall TL-18W   ,,,NOT INDICATED,,,,,,,,1,X-Ray Hallway (OPD),,,,Purchase,,All units is at old OPD building (Covid building).,,,1150,,Kristoffer Ian Buñag,
8:10:33 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,Dental Hallway,,,,Purchase,,All units is at old OPD building (Covid Building).,,,1870,,Kristoffer Ian Buñag,
8:10:33 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,Injection Room Hallway,,,,Purchase,,All units is at old OPD building (Covid Building).,,,1870,,Kristoffer Ian Buñag,
8:10:33 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,Dressing Room,,,,Purchase,,All units is at old OPD building (Covid Building).,,,1870,,Kristoffer Ian Buñag,
8:36:23 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,Room 6 Hallway,,,,Purchase,,All units is at old OPD Building (Covid Building).,,,1870,,Kristoffer Ian Buñag,
8:36:23 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,U-5 Waiting Area,,,,Purchase,,All units is at old OPD Building (Covid Building).,,,1870,,Kristoffer Ian Buñag,
8:36:23 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,U-5 Waiting Area,,,,Purchase,,All units is at old OPD Building (Covid Building).,,,1870,,Kristoffer Ian Buñag,
8:36:23 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,U-5 Waiting Area,,,,Purchase,,All units is at old OPD Building (Covid Building).,,,1870,,Kristoffer Ian Buñag,
8:36:23 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,U-5 Waiting Area,,,,Purchase,,All units is at old OPD Building (Covid Building).,,,1870,,Kristoffer Ian Buñag,
8:36:23 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,Room 2 Waiting Area,,,,Purchase,,All units is at old OPD Building (Covid Building).,,,1870,,Kristoffer Ian Buñag,
8:36:23 9/14/2022,Television  JC 707R laser AV   ,Sony,,NOT INDICATED,,,,,,,,1,OPD Hallway,,,,Purchase,,All units is at old OPD Building (Covid Building).,,,27940,,Kristoffer Ian Buñag,
8:36:23 9/14/2022,Chair Monobloc    ,Jambo,,NOT INDICATED,,,,,,,,1,TREU,,,,Purchase,,All units not found on site.,,,265,,Kristoffer Ian Buñag,
8:52:56 9/14/2022,Chair Monobloc    ,Jambo,,NOT INDICATED,,,,0,0,19,,19,,,,,Purchase,NOT INDICATED,All units not found on site.,,,,,Kristoffer Ian Buñag,
8:53:51 9/14/2022,Chair Monobloc  Green  ,Jambo,,NOT INDICATED,,,,,,,,1,TREU,,,,Purchase,,All units not found on site.,,,265,,Kristoffer Ian Buñag,
9:0:53 9/14/2022,Chair Monobloc  Green  ,Jambo,,NOT INDICATED,,,,0,0,10,,10,,,,,Purchase,NOT INDICATED,All units not found on site.,,,265,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,Airconditioner     ,Carrier,,NOT INDICATED,,,,,,,,1,OPD Hallway & Waiting Area,,,,Purchase,,All units not found on site.,,,0,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,OPD Hallway & Waiting Area,,,,Purchase,,All units not found on site.,,,,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,Refrigerator     ,National,,NOT INDICATED,,,,,,,,1,OPD Hallway & Waiting Area,,,,Purchase,,On site.,,,,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,OPD Hallway & Waiting Area,,,,Purchase,,All units not found on site.,,,,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,OPD Hallway & Waiting Area,,,,Purchase,,All units not found on site.,,,,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,Wheel Chair     ,,,NOT INDICATED,,,,,,,,1,OPD Hallway & Waiting Area,,,,Purchase,,All units not found on site.,,,,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,Bed Wooden    ,,,NOT INDICATED,,,,,,,,1,OPD Hallway & Waiting Area,,,,Purchase,,All units not found on site.,,,,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,Weighing Scale     ,Detecto,,NOT INDICATED,,,,,,,,1,OPD Hallway & Waiting Area,,,,Purchase,,All units not found on site.,,,,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,BP Apparatus  MF-301   ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,No Remarks.,,,5500,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,BP Apparatus Pedia    ,DOC CHECK,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where abouts.,,,968.85,,Kristoffer Ian Buñag,
9:2:18 9/14/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:27:58 9/14/2022,Bench Monobloc    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,0,,Kristoffer Ian Buñag,
9:28:31 9/14/2022,Bench Monobloc    ,,,NOT INDICATED,,,,0,0,5,,5,,,,,Purchase,NOT INDICATED,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:29:23 9/14/2022,"Bed Hospital, Wooden    ",,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,0,,Kristoffer Ian Buñag,
9:29:23 9/14/2022,Nebulizer  5650P   ,Sunrise,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:29:23 9/14/2022,Nebulizer  5650P   ,Sunrise,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:29:23 9/14/2022,Weighing Scale Table    ,HEALTH O METER,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:37:2 9/14/2022,Stool/Chair Wooden    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,0,,Kristoffer Ian Buñag,
9:37:2 9/14/2022,Table Long    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:37:2 9/14/2022,Refrigerator     ,UP UNIMAGNA,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:37:2 9/14/2022,Airconditioner     ,National,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:37:2 9/14/2022,Fan Electric    ,Mitsuboshi,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:37:2 9/14/2022,Fan Electric    ,Standard,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,,,Kristoffer Ian Buñag,
9:37:2 9/14/2022,Weighing Scale With Height    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Not sure where about.,,,5200,,Kristoffer Ian Buñag,
9:37:2 9/14/2022,"Weighing Scale Table, Baby    ",,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
9:37:2 9/14/2022,Chair Monobloc    ,Topaz,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:1:30 9/14/2022,Chair Monobloc    ,Topaz,,NOT INDICATED,,,,0,0,7,,7,,,,,Purchase,NOT INDICATED,Unsure location.,,,,,Kristoffer Ian Buñag,
10:1:52 9/14/2022,Table  Office    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,0,,Kristoffer Ian Buñag,
10:1:52 9/14/2022,Table  Office    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:1:52 9/14/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:1:52 9/14/2022,Table  Office    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:1:52 9/14/2022,Chair Monobloc    ,Atlas,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:15:32 9/14/2022,Chair Monobloc    ,Atlas,,NOT INDICATED,,,,0,0,7,,7,,,,,Purchase,NOT INDICATED,Unsure location.,,,,,Kristoffer Ian Buñag,
10:16:21 9/14/2022,Chair Monobloc    ,Uratex,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,0,,Kristoffer Ian Buñag,
10:18:14 9/14/2022,Chair Monobloc    ,Uratex,,NOT INDICATED,,,,0,0,2,,2,,,,,Purchase,NOT INDICATED,Unsure location.,,,,,Kristoffer Ian Buñag,
10:19:42 9/14/2022,Chair Monobloc    ,Ruby,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,0,,Kristoffer Ian Buñag,
10:20:31 9/14/2022,Chair Monobloc    ,Ruby,,NOT INDICATED,,,,0,0,5,,5,,,,,Purchase,NOT INDICATED,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Television  Triniton   ,Sony,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,0,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Fan     ,Hanabishi,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Stove Electric    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Cabinet Wooden    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Cabinet     ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Cabinet Wooden    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Table Monobloc    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Fan Electric Cool Bloom 16SF   ,Hanabishi,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,1190,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Fan Electric Cool Bloom 16SF   ,Hanabishi,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,1190,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Airconditioner     ,LG,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,15000,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Printer  LQ-300+ II   ,Epson,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,10000,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,"Thermometer Fridge, Digital    ",,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,3550,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Airconditioner Window MWA-18CMMI   ,Markes,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,22600,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Computer UPS    ,Orion,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,1525,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,No Remarks.,,,23998,,Kristoffer Ian Buñag,
10:20:54 9/14/2022,"Weighing Scale Digital, Infant 8440   ",Detecto,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,Unsure location.,,,5840,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,Cabinet Steel    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,No Remarks.,,,6325,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,BP Apparatus Pedia    ,Fazzini,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,No Remarks.,,,12400,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,BP Apparatus Pedia    ,Fazzini,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,No Remarks.,,,12400,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,Table Monobloc    ,,,NOT INDICATED,,,,,,,,1,Under 5,,,,Purchase,,No Remarks.,,,2500,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,Nebulizer Portable    ,Advance,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,1900,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,Nebulizer Portable    ,Advance,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,No Remarks.,,,1900,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,Nebulizer Portable    ,Advance,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,1900,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,Nebulizer Portable    ,Advance,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,1900,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,Nebulizer Portable    ,Advance,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,1900,,Kristoffer Ian Buñag,
8:13:3 9/15/2022,Nebulizer Portable    ,Indoplas,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,1500,,Kristoffer Ian Buñag,
8:42:24 9/15/2022,Nebulizer Portable    ,Indoplas,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,1500,,Kristoffer Ian Buñag,
8:42:24 9/15/2022,Nebulizer Portable    ,Indoplas,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,1500,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Lamp Goose Neck    ,,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,2800,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Lamp Goose Neck    ,,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,2800,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Lamp Goose Neck    ,,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,2800,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Lamp Goose Neck    ,,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,2800,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Adult    ,Wilcare,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Adult    ,Wilcare,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Adult    ,Wilcare,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Adult    ,Wilcare,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Adult    ,WIlcare,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Adult    ,Wilcare,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Adult    ,Wilcare,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Adult    ,Wilcare,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Pedia    ,MTI France,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Pedia    ,MTI France,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Pedia    ,MTI France,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
8:45:26 9/15/2022,Stethoscope Pedia    ,MTI France,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,950,,Kristoffer Ian Buñag,
10:35:15 9/15/2022,"BP Apparatus Digital, Pedia UM-101B   ",AnD,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,12000,,Kristoffer Ian Buñag,
10:35:15 9/15/2022,"BP Apparatus Digital, Pedia UM101-B   ",AnD,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,12000,,Kristoffer Ian Buñag,
10:35:15 9/15/2022,"BP Apparatus Digital, Adult UM-101B   ",AnD,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,12000,,Kristoffer Ian Buñag,
10:35:15 9/15/2022,"BP Apparatus Digital, Adult UM-101B   ",AnD,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,12000,,Kristoffer Ian Buñag,
10:35:15 9/15/2022,"BP Apparatus Digital, Adult UM-101B   ",AnD,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,12000,,Kristoffer Ian Buñag,
10:35:15 9/15/2022,"BP Apparatus Digital, Adult UM-101B   ",AnD,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,12000,,Kristoffer Ian Buñag,
10:35:15 9/15/2022,"BP Apparatus Digital, Adult UM-101B   ",AnD,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,12000,,Kristoffer Ian Buñag,
10:35:15 9/15/2022,"BP Apparatus Digital, Adult UM-101B   ",AnD,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,12000,,Kristoffer Ian Buñag,
10:43:42 9/15/2022,Machine ECG ECG-1106G   ,,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,116000,,Kristoffer Ian Buñag,
10:43:42 9/15/2022,Computer Desktop    ,ACER,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,27000,,Kristoffer Ian Buñag,
10:43:42 9/15/2022,Nebulizer Portable    ,Advan,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,1900,,Kristoffer Ian Buñag,
11:1:42 9/15/2022,Nebulizer Portable    ,Advan,,NOT INDICATED,,,,0,0,9,,9,,,,,Purchase,NOT INDICATED,Unsure location.,,,1900,,Kristoffer Ian Buñag,
11:2:23 9/15/2022,Nebulizer Portable    ,Advan,,NOT INDICATED,,,,,,,,1,OPD,,,,Purchase,,Unsure location.,,,1900,,Kristoffer Ian Buñag,
11:3:24 9/15/2022,Nebulizer Portable    ,Advan,,NOT INDICATED,,,,0,0,3,,3,,,,,Purchase,NOT INDICATED,Unsure location.,,,1900,,Kristoffer Ian Buñag,
11:7:42 9/15/2022,"Machine ECG, Portable    ",,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,Unsure location.,,,36300,,Kristoffer Ian Buñag,
11:7:42 9/15/2022,Machine ECG ECG100L   ,Cardioline,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,No Remarks.,,,120000,,Kristoffer Ian Buñag,
11:20:33 9/15/2022,Machine ECG ECG100L   ,Cardioline,,NOT INDICATED,,,,0,0,1,,1,,,,,Purchase,NOT INDICATED,No Remarks.,,,,,Kristoffer Ian Buñag,
11:21:27 9/15/2022,Fan Electric    ,Dowell,,NOT INDICATED,,,,,,,,1,OPD,,,,Purchase,,No Remarks.,,,1438,,Kristoffer Ian Buñag,
11:21:27 9/15/2022,Medical Needle Burner and Syringe Destroyer     ,,,NOT INDICATED,,,,,,,,1,OPD,,,,Purchase,,No Remarks.,,,11610,,Kristoffer Ian Buñag,
11:21:27 9/15/2022,Medical Needle Burner and Syringe Destroyer     ,,,NOT INDICATED,,,,,,,,1,OPD,,,,Purchase,,No Remarks.,,,11610,,Kristoffer Ian Buñag,
8:8:37 9/16/2022,Oxygen Gauge Cylinder Tank YR88-15FL   ,I-Oxygen,,NOT INDICATED,,,,,,,,1,Injection Room,,,,Purchase,,No Remarks.,,,4300,,Kristoffer Ian Buñag,
8:10:51 9/16/2022,Machine ECG    ,Mindray,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,No Remarks.,,,59750,,Kristoffer Ian Buñag,
8:10:51 9/16/2022,Machine ECG    ,Mindray,,NOT INDICATED,,,,,,,,1,Heart Clinic,,,,Purchase,,No Remarks.,,,59750,,Kristoffer Ian Buñag,
8:10:51 9/16/2022,Drill Handpiece Straight    ,,,NOT INDICATED,,,,,,,,1,EENT,,,,Purchase,,No Remarks.,,,165000,,Kristoffer Ian Buñag,
8:10:51 9/16/2022,Drill Handpiece Angled    ,,,NOT INDICATED,,,,,,,,1,EENT,,,,Purchase,,No Remarks.,,,216900,,Kristoffer Ian Buñag,
8:10:51 9/16/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,OPD Ultrasound,,,,Purchase,,Unsure location.,,,29480,,Kristoffer Ian Buñag,
8:31:54 9/16/2022,Machine Photocopier Mita FS-6525MFP   ,Kyocera,,NOT INDICATED,,,,,,,,1,OPD Chief,,,,Purchase,,No Remarks.,,,70000,,Kristoffer Ian Buñag,
